ProductID,ProductDesc,ProductNumber,MakeFlag,Color,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,Size,SizeUnitMeasureCode,Weight,WeightUnitMeasureCode,ProductCategoryName,ProductSubCategoryName
927,"LL Mountain Frame - Black, 52",FR-M21B-52,true,Black,500,375,136.785,249.79,52,CM,3.04,LB,Components,Mountain Frames
928,LL Mountain Tire,TI-M267,false,N/A,500,375,9.3463,24.99,,,,,,Tires and Tubes
929,ML Mountain Tire,TI-M602,false,N/A,500,375,11.2163,29.99,,,,,,Tires and Tubes
930,HL Mountain Tire,TI-M823,false,N/A,500,375,13.09,35.0,,,,,,Tires and Tubes
931,LL Road Tire,TI-R092,false,N/A,500,375,8.0373,21.49,,,,,,Tires and Tubes
932,ML Road Tire,TI-R628,false,N/A,500,375,9.3463,24.99,,,,,,Tires and Tubes
933,HL Road Tire,TI-R982,false,N/A,500,375,12.1924,32.6,,,,,,Tires and Tubes
934,Touring Tire,TI-T723,false,N/A,500,375,10.8423,28.99,,,,,,Tires and Tubes
935,LL Mountain Pedal,PD-M282,false,Silver/Black,500,375,17.9776,40.49,,,218.0,G,Accessories,Pedals
936,ML Mountain Pedal,PD-M340,false,Silver/Black,500,375,27.568,62.09,,,215.0,G,Accessories,Pedals
937,HL Mountain Pedal,PD-M562,false,Silver/Black,500,375,35.9596,80.99,,,185.0,G,Accessories,Pedals
938,LL Road Pedal,PD-R347,false,Silver/Black,500,375,17.9776,40.49,,,189.0,G,Accessories,Pedals
939,ML Road Pedal,PD-R563,false,Silver/Black,500,375,27.568,62.09,,,168.0,G,Accessories,Pedals
940,HL Road Pedal,PD-R853,false,Silver/Black,500,375,35.9596,80.99,,,149.0,G,Accessories,Pedals
941,Touring Pedal,PD-T852,false,Silver/Black,500,375,35.9596,80.99,,,,,Accessories,Pedals
942,"ML Mountain Frame-W - Silver, 38",FR-M63S-38,true,Silver,500,375,199.3757,364.09,38,CM,2.73,LB,Components,Mountain Frames
943,"LL Mountain Frame - Black, 40",FR-M21B-40,true,Black,500,375,136.785,249.79,40,CM,2.88,LB,Components,Mountain Frames
944,"LL Mountain Frame - Silver, 40",FR-M21S-40,true,Silver,500,375,144.5938,264.05,40,CM,2.88,LB,Components,Mountain Frames
945,Front Derailleur,FD-2342,true,Silver,500,375,40.6216,91.49,,,88.0,G,,Derailleurs
946,LL Touring Handlebars,HB-T721,true,N/A,500,375,20.464,46.09,,,,,Accessories,Handlebars
947,HL Touring Handlebars,HB-T928,true,N/A,500,375,40.6571,91.57,,,,,Accessories,Handlebars
948,Front Brakes,FB-9873,false,Silver,500,375,47.286,106.5,,,317.0,G,,Brakes
949,LL Crankset,CS-4759,true,Black,500,375,77.9176,175.49,,,600.0,G,,Cranksets
950,ML Crankset,CS-6583,true,Black,500,375,113.8816,256.49,,,635.0,G,,Cranksets
951,HL Crankset,CS-9183,true,Black,500,375,179.8156,404.99,,,575.0,G,,Cranksets
952,Chain,CH-0234,false,Silver,500,375,8.9866,20.24,,,,,,Chains
953,"Touring-2000 Blue, 60",BK-T44U-60,true,Blue,100,75,755.1508,1214.85,60,CM,27.9,LB,Clothing,Touring Bikes
954,"Touring-1000 Yellow, 46",BK-T79Y-46,true,Yellow,100,75,1481.9379,2384.07,46,CM,25.13,LB,Clothing,Touring Bikes
955,"Touring-1000 Yellow, 50",BK-T79Y-50,true,Yellow,100,75,1481.9379,2384.07,50,CM,25.42,LB,Clothing,Touring Bikes
956,"Touring-1000 Yellow, 54",BK-T79Y-54,true,Yellow,100,75,1481.9379,2384.07,54,CM,25.68,LB,Clothing,Touring Bikes
957,"Touring-1000 Yellow, 60",BK-T79Y-60,true,Yellow,100,75,1481.9379,2384.07,60,CM,25.9,LB,Clothing,Touring Bikes
958,"Touring-3000 Blue, 54",BK-T18U-54,true,Blue,100,75,461.4448,742.35,54,CM,29.68,LB,Clothing,Touring Bikes
959,"Touring-3000 Blue, 58",BK-T18U-58,true,Blue,100,75,461.4448,742.35,58,CM,29.9,LB,Clothing,Touring Bikes
960,"Touring-3000 Blue, 62",BK-T18U-62,true,Blue,100,75,461.4448,742.35,62,CM,30.0,LB,Clothing,Touring Bikes
961,"Touring-3000 Yellow, 44",BK-T18Y-44,true,Yellow,100,75,461.4448,742.35,44,CM,28.77,LB,Clothing,Touring Bikes
962,"Touring-3000 Yellow, 50",BK-T18Y-50,true,Yellow,100,75,461.4448,742.35,50,CM,29.13,LB,Clothing,Touring Bikes
963,"Touring-3000 Yellow, 54",BK-T18Y-54,true,Yellow,100,75,461.4448,742.35,54,CM,29.42,LB,Clothing,Touring Bikes
964,"Touring-3000 Yellow, 58",BK-T18Y-58,true,Yellow,100,75,461.4448,742.35,58,CM,29.79,LB,Clothing,Touring Bikes
965,"Touring-3000 Yellow, 62",BK-T18Y-62,true,Yellow,100,75,461.4448,742.35,62,CM,30.0,LB,Clothing,Touring Bikes
966,"Touring-1000 Blue, 46",BK-T79U-46,true,Blue,100,75,1481.9379,2384.07,46,CM,25.13,LB,Clothing,Touring Bikes
967,"Touring-1000 Blue, 50",BK-T79U-50,true,Blue,100,75,1481.9379,2384.07,50,CM,25.42,LB,Clothing,Touring Bikes
968,"Touring-1000 Blue, 54",BK-T79U-54,true,Blue,100,75,1481.9379,2384.07,54,CM,25.68,LB,Clothing,Touring Bikes
969,"Touring-1000 Blue, 60",BK-T79U-60,true,Blue,100,75,1481.9379,2384.07,60,CM,25.9,LB,Clothing,Touring Bikes
970,"Touring-2000 Blue, 46",BK-T44U-46,true,Blue,100,75,755.1508,1214.85,46,CM,27.13,LB,Clothing,Touring Bikes
971,"Touring-2000 Blue, 50",BK-T44U-50,true,Blue,100,75,755.1508,1214.85,50,CM,27.42,LB,Clothing,Touring Bikes
972,"Touring-2000 Blue, 54",BK-T44U-54,true,Blue,100,75,755.1508,1214.85,54,CM,27.68,LB,Clothing,Touring Bikes
973,"Road-350-W Yellow, 40",BK-R79Y-40,true,Yellow,100,75,1082.51,1700.99,40,CM,15.35,LB,Components,Road Bikes
974,"Road-350-W Yellow, 42",BK-R79Y-42,true,Yellow,100,75,1082.51,1700.99,42,CM,15.77,LB,Components,Road Bikes
975,"Road-350-W Yellow, 44",BK-R79Y-44,true,Yellow,100,75,1082.51,1700.99,44,CM,16.13,LB,Components,Road Bikes
976,"Road-350-W Yellow, 48",BK-R79Y-48,true,Yellow,100,75,1082.51,1700.99,48,CM,16.42,LB,Components,Road Bikes
977,"Road-750 Black, 58",BK-R19B-58,true,Black,100,75,343.6496,539.99,58,CM,20.79,LB,Components,Road Bikes
978,"Touring-3000 Blue, 44",BK-T18U-44,true,Blue,100,75,461.4448,742.35,44,CM,28.77,LB,Clothing,Touring Bikes
979,"Touring-3000 Blue, 50",BK-T18U-50,true,Blue,100,75,461.4448,742.35,50,CM,29.13,LB,Clothing,Touring Bikes
980,"Mountain-400-W Silver, 38",BK-M38S-38,true,Silver,100,75,419.7784,769.49,38,CM,26.35,LB,Bikes,Mountain Bikes
981,"Mountain-400-W Silver, 40",BK-M38S-40,true,Silver,100,75,419.7784,769.49,40,CM,26.77,LB,Bikes,Mountain Bikes
982,"Mountain-400-W Silver, 42",BK-M38S-42,true,Silver,100,75,419.7784,769.49,42,CM,27.13,LB,Bikes,Mountain Bikes
983,"Mountain-400-W Silver, 46",BK-M38S-46,true,Silver,100,75,419.7784,769.49,46,CM,27.42,LB,Bikes,Mountain Bikes
984,"Mountain-500 Silver, 40",BK-M18S-40,true,Silver,100,75,308.2179,564.99,40,CM,27.35,LB,Bikes,Mountain Bikes
985,"Mountain-500 Silver, 42",BK-M18S-42,true,Silver,100,75,308.2179,564.99,42,CM,27.77,LB,Bikes,Mountain Bikes
986,"Mountain-500 Silver, 44",BK-M18S-44,true,Silver,100,75,308.2179,564.99,44,CM,28.13,LB,Bikes,Mountain Bikes
987,"Mountain-500 Silver, 48",BK-M18S-48,true,Silver,100,75,308.2179,564.99,48,CM,28.42,LB,Bikes,Mountain Bikes
988,"Mountain-500 Silver, 52",BK-M18S-52,true,Silver,100,75,308.2179,564.99,52,CM,28.68,LB,Bikes,Mountain Bikes
989,"Mountain-500 Black, 40",BK-M18B-40,true,Black,100,75,294.5797,539.99,40,CM,27.35,LB,Bikes,Mountain Bikes
990,"Mountain-500 Black, 42",BK-M18B-42,true,Black,100,75,294.5797,539.99,42,CM,27.77,LB,Bikes,Mountain Bikes
991,"Mountain-500 Black, 44",BK-M18B-44,true,Black,100,75,294.5797,539.99,44,CM,28.13,LB,Bikes,Mountain Bikes
992,"Mountain-500 Black, 48",BK-M18B-48,true,Black,100,75,294.5797,539.99,48,CM,28.42,LB,Bikes,Mountain Bikes
993,"Mountain-500 Black, 52",BK-M18B-52,true,Black,100,75,294.5797,539.99,52,CM,28.68,LB,Bikes,Mountain Bikes
994,LL Bottom Bracket,BB-7421,true,N/A,500,375,23.9716,53.99,,,223.0,G,,Bottom Brackets
995,ML Bottom Bracket,BB-8107,true,N/A,500,375,44.9506,101.24,,,168.0,G,,Bottom Brackets
996,HL Bottom Bracket,BB-9108,true,N/A,500,375,53.9416,121.49,,,170.0,G,,Bottom Brackets
997,"Road-750 Black, 44",BK-R19B-44,true,Black,100,75,343.6496,539.99,44,CM,19.77,LB,Components,Road Bikes
998,"Road-750 Black, 48",BK-R19B-48,true,Black,100,75,343.6496,539.99,48,CM,20.13,LB,Components,Road Bikes
999,"Road-750 Black, 52",BK-R19B-52,true,Black,100,75,343.6496,539.99,52,CM,20.42,LB,Components,Road Bikes
713,"Long-Sleeve Logo Jersey, S",LJ-0192-S,false,Multi,4,3,38.4923,49.99,S,,,,Clothing,Shirt
714,"Long-Sleeve Logo Jersey, M",LJ-0192-M,false,Multi,4,3,38.4923,49.99,M,,,,Clothing,Shirt
715,"Long-Sleeve Logo Jersey, L",LJ-0192-L,false,Multi,4,3,38.4923,49.99,L,,,,Clothing,Shirt
716,"Long-Sleeve Logo Jersey, XL",LJ-0192-X,false,Multi,4,3,38.4923,49.99,XL,,,,Clothing,Shirt
881,"Short-Sleeve Classic Jersey, S",SJ-0194-S,false,Yellow,4,3,41.5723,53.99,S,,,,Clothing,Shirt
882,"Short-Sleeve Classic Jersey, M",SJ-0194-M,false,Yellow,4,3,41.5723,53.99,M,,,,Clothing,Shirt
883,"Short-Sleeve Classic Jersey, L",SJ-0194-L,false,Yellow,4,3,41.5723,53.99,L,,,,Clothing,Shirt
884,"Short-Sleeve Classic Jersey, XL",SJ-0194-X,false,Yellow,4,3,41.5723,53.99,XL,,,,Clothing,Shirt
